所在省市*,样品状态,报送分类-1*,报送分类-2*,被抽样单位名称*,抽样地点_2*,年销售额,营业执照号,传真,省,地区(市、州、盟),县,区域类型*,单位地址*,邮编,被抽样单位法人(负责人),电话,被抽样单位负责(联系)人*,电话*,生产许可证号,样品名称*,样品属性,抽样数量*,单位*,抽样编号*,食品大类,食品亚类,食品次亚类,食品细类,样品形态*,样品类型*,包装分类*,样品来源*,加工/购进日期,抽样方式*,抽样工具,样品规格,样品批号,生产日期,保质期,保质期单位,执行标准/技术文件*,质量等级,商标,单价,是否出口,抽样基数/批量,抽样,备样数量,标识生产企业名称,标识生产企业地址,标识生产企业省份,生产企业联系人,生产企业电话,是否进口,原产国,是否委托生产,委托企业名称,委托企业地址,抽样时样品存储状态*,温度(℃),抽样样品包装*,湿度(%),寄、送样品截止日期,寄送样品地址,备注(样品),抽样单位名称*,单位级别*,抽样人员*,抽样时间*,电话*,抽样单位负责(联系)人*,电话*,电子邮箱*,单位地址,邮编,传真,检验机构名称*,检验目的*,报告书编号*,收检日期*,报告日期*,报告签发人*,联系人(检验机构)*,电话(检验机构)*,电子邮箱(检验机构)*,所在省份*,结论*,确认情况,备注,填报人*,填报日期*,电话*,电子邮箱*,更新时间,创建时间,报告分类,所在省市*,检验结果*,结果单位*,结果判定*,检验依据*,判定依据*,标准方法检出限*,标准检出限单位*,方法检出限*,检出限单位*,标准最小允许限*,标准最小允许限单位*,最小允许限*,最小允许限单位*,标准最大允许限*,标准最大允许限单位*,最大允许限*,最大允许限单位*,说明,抽样地点1*,时间阶段*,填报账户的tname*,第一次提交到秘书处的时间*,不合格报告路径*,许可证*,许可证id*,不合格报告上传时间*,核查处置表退回标签*,标识生产企业市*,标识生产企业县*,条形码扫描*,委托省(市、自治区)*,委托地区(市、州、盟)*,委托县(市、区)*,委托生产许可证编号*,委托联系人*,委托电话*,平台营业执照号*,入网许可证号或ICP经营许可证*,网抽平台所在地省*,网抽平台所在地市*,网抽平台所在地县*,网络平台名称,平台地址*,平台网址*,平台联系人*,平台联系电话*,平台订单编号*,网点网址*,彩虹码*,第三方性质(委托企业性质)*,抽样类型*,网店店铺名称*,日期类型
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年国家转移支付评价性抽检	","嘉善**水产摊	","批发市场	","/	","'92330421MA2F2C9B5D	","/	","浙江	","嘉兴	","嘉善	","乡镇	","浙江省嘉兴市嘉善县罗星街道浙北果蔬批发交易中心	","/	","许叶飞	","	","许叶飞	",/,"/	","河虾	","普通食品	","2.10	","kg	","PJ20330000009931166	","食用农产品	","水产品	","淡水产品	","淡水虾	","固体	","食用农产品	","无包装	","外购	","	","非无菌采样	","/	","散装称重	","/	","2020/9/22 0:00:00	","/	","	","/	","/	","/	","120元/kg	","	","5kg	",,"1kg	","/	","/	","浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","样品信息由被抽样单位负责人口述提供	","浙江省食品药品检验研究院	","省（区）级	","费文翔、郁意佳	","2020/9/22 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","评价性抽检	","SP20203508	","2020/9/22 0:00:00	","2020/10/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","蒋莹丽	","2020/9/23 0:00:00	","15068880322	","316245046@qq.com	","2020/10/26 21:29:10	","2020/9/22 10:29:48	","合格报告	","氯霉素	","未检出	","μg/kg	","合格项	","GB/T 22338-2008《动物源性食品中氯霉素类药物残留量测定》(液相色谱-质谱/质谱法)	","农业农村部公告 第250号《食品动物中禁止使用的药品及其他化合物清单》	","0.1	","μg/kg	","0.1	","μg/kg	","/	","μg/kg	","/	","μg/kg	","不得检出	","μg/kg	","不得检出	","μg/kg	","	","流通	","	","张文萍	","2020/10/26 21:29:10	","	","经营许可证	","/	","	","	","嘉兴	","嘉善	","/	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","农产品抽样	","	","购进	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年国家转移支付评价性抽检	","嘉善**水产摊	","批发市场	","/	","'92330421MA2F2C9B5D	","/	","浙江	","嘉兴	","嘉善	","乡镇	","浙江省嘉兴市嘉善县罗星街道浙北果蔬批发交易中心	","/	","许叶飞	","	","许叶飞	",/,"/	","河虾	","普通食品	","2.10	","kg	","PJ20330000009931166	","食用农产品	","水产品	","淡水产品	","淡水虾	","固体	","食用农产品	","无包装	","外购	","	","非无菌采样	","/	","散装称重	","/	","2020/9/22 0:00:00	","/	","	","/	","/	","/	","120元/kg	","	","5kg	",,"1kg	","/	","/	","浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","样品信息由被抽样单位负责人口述提供	","浙江省食品药品检验研究院	","省（区）级	","费文翔、郁意佳	","2020/9/22 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","评价性抽检	","SP20203508	","2020/9/22 0:00:00	","2020/10/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","蒋莹丽	","2020/9/23 0:00:00	","15068880322	","316245046@qq.com	","2020/10/26 21:29:10	","2020/9/22 10:29:48	","合格报告	","呋喃唑酮代谢物	","未检出	","μg/kg	","合格项	","农业部783号公告-1-2006《水产品中硝基呋喃类代谢物残留量的测定 液相色谱-串联质谱法》	","农业农村部公告第250号《食品动物中禁止使用的药品及其他化合物清单》	","0.5	","μg/kg	","0.5	","μg/kg	","/	","μg/kg	","/	","μg/kg	","不得检出	","μg/kg	","不得检出	","μg/kg	","	","流通	","	","张文萍	","2020/10/26 21:29:10	","	","经营许可证	","/	","	","	","嘉兴	","嘉善	","/	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","农产品抽样	","	","购进	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年国家转移支付评价性抽检	","嘉善**水产摊	","批发市场	","/	","'92330421MA2F2C9B5D	","/	","浙江	","嘉兴	","嘉善	","乡镇	","浙江省嘉兴市嘉善县罗星街道浙北果蔬批发交易中心	","/	","许叶飞	","	","许叶飞	",/,"/	","河虾	","普通食品	","2.10	","kg	","PJ20330000009931166	","食用农产品	","水产品	","淡水产品	","淡水虾	","固体	","食用农产品	","无包装	","外购	","	","非无菌采样	","/	","散装称重	","/	","2020/9/22 0:00:00	","/	","	","/	","/	","/	","120元/kg	","	","5kg	",,"1kg	","/	","/	","浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","样品信息由被抽样单位负责人口述提供	","浙江省食品药品检验研究院	","省（区）级	","费文翔、郁意佳	","2020/9/22 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","评价性抽检	","SP20203508	","2020/9/22 0:00:00	","2020/10/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","蒋莹丽	","2020/9/23 0:00:00	","15068880322	","316245046@qq.com	","2020/10/26 21:29:10	","2020/9/22 10:29:48	","合格报告	","呋喃它酮代谢物	","未检出	","μg/kg	","合格项	","农业部783号公告-1-2006《水产品中硝基呋喃类代谢物残留量的测定 液相色谱-串联质谱法	","农业农村部公告第250号《食品动物中禁止使用的药品及其他化合物清单》	","0.5	","μg/kg	","0.5	","μg/kg	","/	","μg/kg	","/	","μg/kg	","不得检出	","μg/kg	","不得检出	","μg/kg	","	","流通	","	","张文萍	","2020/10/26 21:29:10	","	","经营许可证	","/	","	","	","嘉兴	","嘉善	","/	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","农产品抽样	","	","购进	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年国家转移支付评价性抽检	","嘉善**水产摊	","批发市场	","/	","'92330421MA2F2C9B5D	","/	","浙江	","嘉兴	","嘉善	","乡镇	","浙江省嘉兴市嘉善县罗星街道浙北果蔬批发交易中心	","/	","许叶飞	","	","许叶飞	",/,"/	","河虾	","普通食品	","2.10	","kg	","PJ20330000009931166	","食用农产品	","水产品	","淡水产品	","淡水虾	","固体	","食用农产品	","无包装	","外购	","	","非无菌采样	","/	","散装称重	","/	","2020/9/22 0:00:00	","/	","	","/	","/	","/	","120元/kg	","	","5kg	",,"1kg	","/	","/	","浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","样品信息由被抽样单位负责人口述提供	","浙江省食品药品检验研究院	","省（区）级	","费文翔、郁意佳	","2020/9/22 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","评价性抽检	","SP20203508	","2020/9/22 0:00:00	","2020/10/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","蒋莹丽	","2020/9/23 0:00:00	","15068880322	","316245046@qq.com	","2020/10/26 21:29:10	","2020/9/22 10:29:48	","合格报告	","呋喃西林代谢物	","未检出	","μg/kg	","合格项	","农业部783号公告-1-2006《水产品中硝基呋喃类代谢物残留量的测定 液相色谱-串联质谱法》	","农业农村部公告第250号《食品动物中禁止使用的药品及其他化合物清单》	","0.5	","μg/kg	","0.5	","μg/kg	","/	","μg/kg	","/	","μg/kg	","不得检出	","μg/kg	","不得检出	","μg/kg	","	","流通	","	","张文萍	","2020/10/26 21:29:10	","	","经营许可证	","/	","	","	","嘉兴	","嘉善	","/	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","农产品抽样	","	","购进	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年国家转移支付评价性抽检	","嘉善**水产摊	","批发市场	","/	","'92330421MA2F2C9B5D	","/	","浙江	","嘉兴	","嘉善	","乡镇	","浙江省嘉兴市嘉善县罗星街道浙北果蔬批发交易中心	","/	","许叶飞	","	","许叶飞	",/,"/	","河虾	","普通食品	","2.10	","kg	","PJ20330000009931166	","食用农产品	","水产品	","淡水产品	","淡水虾	","固体	","食用农产品	","无包装	","外购	","	","非无菌采样	","/	","散装称重	","/	","2020/9/22 0:00:00	","/	","	","/	","/	","/	","120元/kg	","	","5kg	",,"1kg	","/	","/	","浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","样品信息由被抽样单位负责人口述提供	","浙江省食品药品检验研究院	","省（区）级	","费文翔、郁意佳	","2020/9/22 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","评价性抽检	","SP20203508	","2020/9/22 0:00:00	","2020/10/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","蒋莹丽	","2020/9/23 0:00:00	","15068880322	","316245046@qq.com	","2020/10/26 21:29:10	","2020/9/22 10:29:48	","合格报告	","呋喃妥因代谢物	","未检出	","μg/kg	","合格项	","农业部783号公告-1-2006《水产品中硝基呋喃类代谢物残留量的测定 液相色谱-串联质谱法	","农业农村部公告第250号《食品动物中禁止使用的药品及其他化合物清单》	","0.5	","μg/kg	","0.5	","μg/kg	","/	","μg/kg	","/	","μg/kg	","不得检出	","μg/kg	","不得检出	","μg/kg	","	","流通	","	","张文萍	","2020/10/26 21:29:10	","	","经营许可证	","/	","	","	","嘉兴	","嘉善	","/	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","农产品抽样	","	","购进	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年国家转移支付评价性抽检	","嘉善**水产摊	","批发市场	","/	","'92330421MA2F2C9B5D	","/	","浙江	","嘉兴	","嘉善	","乡镇	","浙江省嘉兴市嘉善县罗星街道浙北果蔬批发交易中心	","/	","许叶飞	","	","许叶飞	",/,"/	","河虾	","普通食品	","2.10	","kg	","PJ20330000009931166	","食用农产品	","水产品	","淡水产品	","淡水虾	","固体	","食用农产品	","无包装	","外购	","	","非无菌采样	","/	","散装称重	","/	","2020/9/22 0:00:00	","/	","	","/	","/	","/	","120元/kg	","	","5kg	",,"1kg	","/	","/	","浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","样品信息由被抽样单位负责人口述提供	","浙江省食品药品检验研究院	","省（区）级	","费文翔、郁意佳	","2020/9/22 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","评价性抽检	","SP20203508	","2020/9/22 0:00:00	","2020/10/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","蒋莹丽	","2020/9/23 0:00:00	","15068880322	","316245046@qq.com	","2020/10/26 21:29:10	","2020/9/22 10:29:48	","合格报告	","恩诺沙星	","26.3	","μg/kg	","合格项	","GB/T 20366-2006《动物源产品中喹诺酮类残留量的测定 液相色谱-串联质谱法》	","GB 31650-2019《食品安全国家标准 食品中兽药最大残留限量》	","1.0	","μg/kg	","恩诺沙星：1.0μg/kg、环丙沙星：1.0	","μg/kg	","/	","μg/kg	","/	","μg/kg	","100	","μg/kg	","100	","μg/kg	","	","流通	","	","张文萍	","2020/10/26 21:29:10	","	","经营许可证	","/	","	","	","嘉兴	","嘉善	","/	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","农产品抽样	","	","购进	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年国家转移支付评价性抽检	","嘉善**水产摊	","批发市场	","/	","'92330421MA2F2C9B5D	","/	","浙江	","嘉兴	","嘉善	","乡镇	","浙江省嘉兴市嘉善县罗星街道浙北果蔬批发交易中心	","/	","许叶飞	","	","许叶飞	",/,"/	","河虾	","普通食品	","2.10	","kg	","PJ20330000009931166	","食用农产品	","水产品	","淡水产品	","淡水虾	","固体	","食用农产品	","无包装	","外购	","	","非无菌采样	","/	","散装称重	","/	","2020/9/22 0:00:00	","/	","	","/	","/	","/	","120元/kg	","	","5kg	",,"1kg	","/	","/	","浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","样品信息由被抽样单位负责人口述提供	","浙江省食品药品检验研究院	","省（区）级	","费文翔、郁意佳	","2020/9/22 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","评价性抽检	","SP20203508	","2020/9/22 0:00:00	","2020/10/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","蒋莹丽	","2020/9/23 0:00:00	","15068880322	","316245046@qq.com	","2020/10/26 21:29:10	","2020/9/22 10:29:48	","合格报告	","磺胺类(总量)	","未检出	","μg/kg	","合格项	","GB/T 21316-2007《动物源性食品中磺胺类药物残留量的测定 液相色谱-质谱/质谱法》	","GB 31650-2019《食品安全国家标准 食品中兽药最大残留限量》	","0.5	","μg/kg	","10	","μg/kg	","/	","μg/kg	","/	","μg/kg	","100	","μg/kg	","100	","μg/kg	","	","流通	","	","张文萍	","2020/10/26 21:29:10	","	","经营许可证	","/	","	","	","嘉兴	","嘉善	","/	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","农产品抽样	","	","购进	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年国家转移支付评价性抽检	","嘉善**水产摊	","批发市场	","/	","'92330421MA2F2C9B5D	","/	","浙江	","嘉兴	","嘉善	","乡镇	","浙江省嘉兴市嘉善县罗星街道浙北果蔬批发交易中心	","/	","许叶飞	","	","许叶飞	",/,"/	","河虾	","普通食品	","2.10	","kg	","PJ20330000009931166	","食用农产品	","水产品	","淡水产品	","淡水虾	","固体	","食用农产品	","无包装	","外购	","	","非无菌采样	","/	","散装称重	","/	","2020/9/22 0:00:00	","/	","	","/	","/	","/	","120元/kg	","	","5kg	",,"1kg	","/	","/	","浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","样品信息由被抽样单位负责人口述提供	","浙江省食品药品检验研究院	","省（区）级	","费文翔、郁意佳	","2020/9/22 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","评价性抽检	","SP20203508	","2020/9/22 0:00:00	","2020/10/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","蒋莹丽	","2020/9/23 0:00:00	","15068880322	","316245046@qq.com	","2020/10/26 21:29:10	","2020/9/22 10:29:48	","合格报告	","四环素	","未检出	","μg/kg	","合格项	","GB/T 21317-2007《动物源性食品中四环素类兽药残留量检测方法 液相色谱-质谱/质谱法与高效液相色谱法》(液相色谱-质谱/质谱法)	","GB 31650-2019《食品安全国家标准 食品中兽药最大残留限量》	","50	","μg/kg	","50.0	","μg/kg	","/	","μg/kg	","/	","μg/kg	","200	","μg/kg	","200	","μg/kg	","	","流通	","	","张文萍	","2020/10/26 21:29:10	","	","经营许可证	","/	","	","	","嘉兴	","嘉善	","/	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","农产品抽样	","	","购进	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年国家转移支付评价性抽检	","嘉善**水产摊	","批发市场	","/	","'92330421MA2F2C9B5D	","/	","浙江	","嘉兴	","嘉善	","乡镇	","浙江省嘉兴市嘉善县罗星街道浙北果蔬批发交易中心	","/	","许叶飞	","	","许叶飞	",/,"/	","河虾	","普通食品	","2.10	","kg	","PJ20330000009931166	","食用农产品	","水产品	","淡水产品	","淡水虾	","固体	","食用农产品	","无包装	","外购	","	","非无菌采样	","/	","散装称重	","/	","2020/9/22 0:00:00	","/	","	","/	","/	","/	","120元/kg	","	","5kg	",,"1kg	","/	","/	","浙江	","/	",/,"否	","中国	","否	","/	","/	","常温	","	","	","	","普通食品	","	","样品信息由被抽样单位负责人口述提供	","浙江省食品药品检验研究院	","省（区）级	","费文翔、郁意佳	","2020/9/22 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","评价性抽检	","SP20203508	","2020/9/22 0:00:00	","2020/10/26 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","蒋莹丽	","2020/9/23 0:00:00	","15068880322	","316245046@qq.com	","2020/10/26 21:29:10	","2020/9/22 10:29:48	","合格报告	","金霉素	","未检出	","μg/kg	","合格项	","GB/T 21317-2007《动物源性食品中四环素类兽药残留量检测方法 液相色谱-质谱/质谱法与高效液相色谱法》(液相色谱-质谱/质谱法)	","GB 31650-2019《食品安全国家标准 食品中兽药最大残留限量》	","100	","μg/kg	","50.0	","μg/kg	","/	","μg/kg	","/	","μg/kg	","200	","μg/kg	","200	","μg/kg	","	","流通	","	","张文萍	","2020/10/26 21:29:10	","	","经营许可证	","/	","	","	","嘉兴	","嘉善	","/	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","农产品抽样	","	","购进	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","杭州**食品有限公司	","成品库（已检区）	","/	","'91330110098418498H	","/	","浙江	","杭州	","余杭	","城市	","浙江省杭州市余杭区崇贤街道银杏路13号	","/	","鲁松青	","	","王士荣	",/,"SC10333011002155	","河虾仁	","普通食品	","4	","袋	","GC20339900009931283	","速冻食品	","速冻其他食品	","速冻水产制品	","速冻水产制品	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","1千克/袋	","/	","2020/9/18 0:00:00	","12个月	","	","SB/T10379（生制品）	","/	","/	","117元/袋	","	","500袋	",,"2袋	","杭州**食品有限公司	",浙江省杭州市余杭区崇贤街道银杏路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","冷冻	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","吴伟伟、宣檬泽	","2020/9/25 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203688	","2020/9/25 0:00:00	","2020/10/28 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/25 0:00:00	","13588158579	","316245046@qq.com	","2020/10/29 15:03:37	","2020/9/25 11:28:05	","合格报告	","过氧化值(以脂肪计)	","未检出	","g/100g	","合格项	","GB 5009.227-2016《食品安全国家标准 食品中过氧化值的测定》(第一法 滴定法)	","SB/T 10379-2012《速冻调制食品》	","/	","g/100g	","/	","g/100g	","/	","g/100g	","/	","g/100g	","0.25	","g/100g	","0.25	","g/100g	","	","生产	","	","朱蕾颖	","2020/10/29 15:03:37	","	","生产许可证	","SC10333011002155	","	","	","杭州	","余杭	","6940630900032	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","生产企业抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","杭州**食品有限公司	","成品库（已检区）	","/	","'91330110098418498H	","/	","浙江	","杭州	","余杭	","城市	","浙江省杭州市余杭区崇贤街道银杏路13号	","/	","鲁松青	","	","王士荣	",/,"SC10333011002155	","河虾仁	","普通食品	","4	","袋	","GC20339900009931283	","速冻食品	","速冻其他食品	","速冻水产制品	","速冻水产制品	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","1千克/袋	","/	","2020/9/18 0:00:00	","12个月	","	","SB/T10379（生制品）	","/	","/	","117元/袋	","	","500袋	",,"2袋	","杭州**食品有限公司	",浙江省杭州市余杭区崇贤街道银杏路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","冷冻	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","吴伟伟、宣檬泽	","2020/9/25 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203688	","2020/9/25 0:00:00	","2020/10/28 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/25 0:00:00	","13588158579	","316245046@qq.com	","2020/10/29 15:03:37	","2020/9/25 11:28:05	","合格报告	","苯甲酸及其钠盐(以苯甲酸计)	","未检出	","g/kg	","合格项	","GB 5009.28-2016《食品安全国家标准 食品中苯甲酸、山梨酸和糖精钠的测定》(第一法 液相色谱法)	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.01	","g/kg	","0.01	","g/kg	","/	","g/kg	","/	","g/kg	","不得使用	","g/kg	","不得使用	","g/kg	","	","生产	","	","朱蕾颖	","2020/10/29 15:03:37	","	","生产许可证	","SC10333011002155	","	","	","杭州	","余杭	","6940630900032	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","生产企业抽样	","	","生产	"
"浙江省市场监督管理局	","9-检测数据（已提交至秘书处）	","抽检监测（转移地方）	","2020年总局抽检计划	","杭州**食品有限公司	","成品库（已检区）	","/	","'91330110098418498H	","/	","浙江	","杭州	","余杭	","城市	","浙江省杭州市余杭区崇贤街道银杏路13号	","/	","鲁松青	","	","王士荣	",/,"SC10333011002155	","河虾仁	","普通食品	","4	","袋	","GC20339900009931283	","速冻食品	","速冻其他食品	","速冻水产制品	","速冻水产制品	","固体	","工业加工食品	","预包装	","加工/自制	","	","非无菌采样	","/	","1千克/袋	","/	","2020/9/18 0:00:00	","12个月	","	","SB/T10379（生制品）	","/	","/	","117元/袋	","	","500袋	",,"2袋	","杭州**食品有限公司	",浙江省杭州市余杭区崇贤街道银杏路,"浙江	","/	",/,"否	","中国	","否	","/	","/	","冷冻	","	","	","	","普通食品	","	","/	","浙江省食品药品检验研究院	","省（区）级	","吴伟伟、宣檬泽	","2020/9/25 0:00:00	","0571-86462296	","徐涛	","0571-86462296	","316245046@qq.com	","浙江省杭州市滨江区平乐街325号	","310052	","0571-86458729	","浙江省食品药品检验研究院	","监督抽检	","SP20203688	","2020/9/25 0:00:00	","2020/10/28 0:00:00	","	","徐涛	","0571-86462296	","316245046@qq.com	","浙江	","纯抽检合格样品	","	","	","周蓓蕾	","2020/9/25 0:00:00	","13588158579	","316245046@qq.com	","2020/10/29 15:03:37	","2020/9/25 11:28:05	","合格报告	","山梨酸及其钾盐(以山梨酸计)	","未检出	","g/kg	","合格项	","GB 5009.28-2016《食品安全国家标准 食品中苯甲酸、山梨酸和糖精钠的测定》(第一法 液相色谱法)	","GB 2760-2014《食品安全国家标准 食品添加剂使用标准》	","0.01	","g/kg	","0.01	","g/kg	","/	","g/kg	","/	","g/kg	","不得使用	","g/kg	","不得使用	","g/kg	","	","生产	","	","朱蕾颖	","2020/10/29 15:03:37	","	","生产许可证	","SC10333011002155	","	","	","杭州	","余杭	","6940630900032	","	","	","	","/	","/	","/	","	","	","	","	","	","	","	","	","	","	","	","	","123000	","/	","生产企业抽样	","	","生产	"
